SPECIMENID,YEAROFCOLLECTION,MONTH,COUNTY,SUBCOUNTY,Ward,VILLAGE,SPECIES,SEX,ABDOMENSTATUS,HOUSENO,METHODCOLLECTION,Place of Collection,SUBSPECIES,SPOROZOITESTATUS,BLOODMEASSTATUS,
3143,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3144,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3145,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3146,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3147,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3148,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3149,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3150,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3151,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3152,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3153,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3154,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
3155,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3156,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3157,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3158,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3159,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3160,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
3161,2020,September,Kilifi,Kilifi South,,Mapawa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
